minute,generation_kW,demand_kW,direct_kW,charge_kW,discharge_kW,grid_kW,unserved_kW,curtailed_kW,stored_kWh,reserve_kWh,gridAvailable,primaryGeneration_kW,companionGeneration_kW,baselineDemand_kW,shiftedOut_kW,shiftedIn_kW,gridRequested_kW,gridLimited_kW,gridUnavailable_kW,gridCapacity_kW,gridHeadroom_kW
156,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.0609786209593262,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
157,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.084223316638092,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
158,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.1074680123168577,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
159,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.1307127079956234,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
160,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.1539574036743891,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
161,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.177202099353155,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
162,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.2004467950319206,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
163,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.2236914907106864,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
164,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.2469361863894521,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
165,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.2701808820682179,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
166,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.2934255777469836,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
