time_s,component,type,terminal_a,terminal_b,value,unit,closed,initial_value,initial_unit,voltage_a_minus_b_V,current_a_to_b_A,power_absorbed_W,stored_energy_J,voltage_known,current_known,method,relative_local_tolerance,absolute_state_tolerance,window_s,source_waveform,source_amplitude,source_frequency_Hz,source_phase_deg,pulse_width_percent,pulse_edge_percent
0.00008868280113132918,R2,resistor,A,0,1000,Ω,,0,,0.00004834764821080384,4.834764821080384e-8,2.337495087515644e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00008868280113132918,C3,capacitor,A,0,10,µF,,0,V,0.00004834764821080384,0.00001059358848754801,5.121750894859928e-10,1.1687475437578218e-14,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00009115994303348646,I1,current,0,A,0,A,,0,,-0.00005104479706647187,0.000010939193164017703,-5.583888951282199e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00009115994303348646,R2,resistor,A,0,1000,Ω,,0,,0.00005104479706647187,5.1044797066471866e-8,2.605571307557295e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00009115994303348646,C3,capacitor,A,0,10,µF,,0,V,0.00005104479706647187,0.000010888148366951203,5.557833238206612e-10,1.3027856537786474e-14,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00009363708493564375,I1,current,0,A,0,A,,0,,-0.00005381489451373501,0.000011236450192276592,-6.046883818062024e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00009363708493564375,R2,resistor,A,0,1000,Ω,,0,,0.00005381489451373501,5.3814894513735013e-8,2.896042871524427e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00009363708493564375,C3,capacitor,A,0,10,µF,,0,V,0.00005381489451373501,0.000011182635297762843,6.017923389346771e-10,1.448021435762213e-14,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00009611618224092763,I1,current,0,A,0,A,,0,,-0.00005666022431344557,0.00001153394186891088,-6.535157335107321e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00009611618224092763,R2,resistor,A,0,1000,Ω,,0,,0.00005666022431344557,5.6660224313445566e-8,3.210381019249968e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00009611618224092763,C3,capacitor,A,0,10,µF,,0,V,0.00005666022431344557,0.000011477281644597396,6.5030535249148e-10,1.605190509624984e-14,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00009859527954621151,I1,current,0,A,0,A,,0,,-0.000059578581705350356,0.000011831433545545166,-7.049000301846858e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00009859527954621151,R2,resistor,A,0,1000,Ω,,0,,0.000059578581705350356,5.957858170535036e-8,3.549607398021108e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00009859527954621151,C3,capacitor,A,0,10,µF,,0,V,0.000059578581705350356,0.000011771854963839784,7.013504227866628e-10,1.774803699010554e-14,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00010107640553524931,I1,current,0,A,0,A,,0,,-0.00006257245625043463,0.000012129168664229973,-7.589518755966726e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00010107640553524931,R2,resistor,A,0,1000,Ω,,0,,0.00006257245625043463,6.257245625043463e-8,3.9153122812125565e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00010107640553524931,C3,capacitor,A,0,10,µF,,0,V,0.00006257245625043463,0.000012066596207979484,7.550365633154567e-10,1.957656140606278e-14,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00010355753152428709,I1,current,0,A,0,A,,0,,-0.00006563944167187701,0.000012426903782914779,-8.156950260206623e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00010355753152428709,R2,resistor,A,0,1000,Ω,,0,,0.00006563944167187701,6.563944167187701e-8,4.3085363029957445e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00010355753152428709,C3,capacitor,A,0,10,µF,,0,V,0.00006563944167187701,0.000012361264341242855,8.113864897176636e-10,2.154268151497872e-14,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
