modeled_time,plants_baseline,plants_experiment,rabbits_baseline,rabbits_experiment,voles_baseline,voles_experiment,foxes_baseline,foxes_experiment,owls_baseline,owls_experiment,caterpillars_baseline,caterpillars_experiment,bluetits_baseline,bluetits_experiment,capacity_baseline,capacity_experiment,refuge_cover_percent_baseline,refuge_cover_percent_experiment,soil_detritus_baseline,soil_detritus_experiment,soil_decomposers_baseline,soil_decomposers_experiment,soil_nutrients_baseline,soil_nutrients_experiment,soil_exported_baseline,soil_exported_experiment
18.9,172.90567,110.38113,1.79018,1.48059,0.01502,0.01227,5.18322,5.09685,2.45172,2.44929,0.34385,0.29496,3.92551,3.88718,180.00,180.00,10.00,10.00,17.14304535,41.98911086,60.69314815,17.34105968,14.22612291,0.01655566,0.00000000,0.00000000
19.0,172.97489,111.44147,1.76609,1.45902,0.01455,0.01187,5.14249,5.05573,2.43198,2.42957,0.33708,0.28891,3.89971,3.86129,180.00,180.00,10.00,10.00,16.81120021,41.87302034,61.02796302,17.55444459,14.52932485,0.01674911,0.00000000,0.00000000
19.1,173.04097,112.51636,1.74255,1.43799,0.01409,0.01149,5.10200,5.01488,2.41240,2.41000,0.33050,0.28303,3.87404,3.83554,180.00,180.00,10.00,10.00,16.48063193,41.75512191,61.35707679,17.77004155,14.83200558,0.01694421,0.00000000,0.00000000
19.2,173.10408,113.60588,1.71955,1.41750,0.01366,0.01112,5.06176,4.97430,2.39298,2.39059,0.32409,0.27732,3.84849,3.80993,180.00,180.00,10.00,10.00,16.15148587,41.63540845,61.68027697,17.98786152,15.13402618,0.01714096,0.00000000,0.00000000
19.3,173.16437,114.71012,1.69707,1.39753,0.01324,0.01077,5.02177,4.93398,2.37372,2.37134,0.31785,0.27178,3.82308,3.78445,180.00,180.00,10.00,10.00,15.82390873,41.51387277,61.99735090,18.20791512,15.43524730,0.01733936,0.00000000,0.00000000
19.4,173.22200,115.82915,1.67510,1.37806,0.01283,0.01043,4.98202,4.89392,2.35461,2.35224,0.31178,0.26639,3.79779,3.75912,180.00,180.00,10.00,10.00,15.49804837,41.39050766,62.30808618,18.43021264,15.73552926,0.01753939,0.00000000,0.00000000
19.5,173.27711,116.96307,1.65363,1.35909,0.01244,0.01010,4.94251,4.85413,2.33566,2.33330,0.30587,0.26115,3.77264,3.73392,180.00,180.00,10.00,10.00,15.17405361,41.26530592,62.61227097,18.65476403,16.03473219,0.01774105,0.00000000,0.00000000
19.6,173.32983,118.11195,1.63265,1.34059,0.01207,0.00979,4.90326,4.81461,2.31686,2.31452,0.30012,0.25606,3.74762,3.70886,180.00,180.00,10.00,10.00,14.85207402,41.13826032,62.90969446,18.88157889,16.33271613,0.01794433,0.00000000,0.00000000
19.7,173.38028,119.27587,1.61214,1.32256,0.01171,0.00949,4.86426,4.77535,2.29821,2.29588,0.29452,0.25111,3.72273,3.68394,180.00,180.00,10.00,10.00,14.53225965,41.00936365,63.20014728,19.11066644,16.62934122,0.01814923,0.00000000,0.00000000
19.8,173.42859,120.45492,1.59209,1.30498,0.01137,0.00920,4.82550,4.73636,2.27971,2.27740,0.28906,0.24630,3.69797,3.65916,180.00,180.00,10.00,10.00,14.21476081,40.87860872,63.48342191,19.34203551,16.92446780,0.01835573,0.00000000,0.00000000
19.9,173.47486,121.64917,1.57250,1.28785,0.01103,0.00893,4.78700,4.69764,2.26136,2.25906,0.28375,0.24162,3.67335,3.63451,180.00,180.00,10.00,10.00,13.89972779,40.74598836,63.75931323,19.57569452,17.21795664,0.01856383,0.00000000,0.00000000
20.0,173.51920,122.85871,1.55334,1.27114,0.01071,0.00866,4.74874,4.65918,2.24316,2.24087,0.27857,0.23708,3.64886,3.61001,180.00,180.00,10.00,10.00,13.58731056,40.61149546,64.02761896,19.81165149,17.50966914,0.01877352,0.00000000,0.00000000
20.1,173.56170,124.08362,1.53461,1.25484,0.01041,0.00841,4.71073,4.62099,2.22511,2.22283,0.27353,0.23265,3.62451,3.58565,180.00,180.00,10.00,10.00,13.27765852,40.47512295,64.28814022,20.04991399,17.79946751,0.01898478,0.00000000,0.00000000
20.2,173.60247,125.32398,1.51630,1.23896,0.01011,0.00816,4.67298,4.58307,2.20720,2.20494,0.26861,0.22835,3.60029,3.56143,180.00,180.00,10.00,10.00,12.97092013,40.33686385,64.54068203,20.29048913,18.08721501,0.01919760,0.00000000,0.00000000
20.3,173.64159,126.57986,1.49840,1.22347,0.00982,0.00792,4.63547,4.54541,2.18944,2.18719,0.26383,0.22417,3.57621,3.53735,180.00,180.00,10.00,10.00,12.66724259,40.19671122,64.78505389,20.53338357,18.37277621,0.01941197,0.00000000,0.00000000
20.4,173.67914,127.85135,1.48090,1.20836,0.00955,0.00770,4.59821,4.50802,2.17183,2.16959,0.25916,0.22010,3.55226,3.51342,180.00,180.00,10.00,10.00,12.36677155,40.05465823,65.02107039,20.77860348,18.65601720,0.01962787,0.00000000,0.00000000
20.5,173.71520,129.13852,1.46378,1.19363,0.00928,0.00748,4.56121,4.47090,2.15435,2.15213,0.25462,0.21613,3.52844,3.48962,180.00,180.00,10.00,10.00,12.06965068,39.91069818,65.24855173,21.02615449,18.93680593,0.01984529,0.00000000,0.00000000
20.6,173.74984,130.44146,1.44704,1.17926,0.00903,0.00727,4.52445,4.43404,2.13702,2.13481,0.25019,0.21228,3.50476,3.46596,180.00,180.00,10.00,10.00,11.77602134,39.76482443,65.46732438,21.27604176,19.21501241,0.02006422,0.00000000,0.00000000
20.7,173.78314,131.76022,1.43068,1.16525,0.00878,0.00707,4.48795,4.39745,2.11982,2.11763,0.24587,0.20853,3.48122,3.44245,180.00,180.00,10.00,10.00,11.48602221,39.61703052,65.67722169,21.52826988,19.49050906,0.02028462,0.00000000,0.00000000
20.8,173.81517,133.09489,1.41467,1.15158,0.00854,0.00687,4.45169,4.36112,2.10277,2.10059,0.24166,0.20488,3.45781,3.41907,180.00,180.00,10.00,10.00,11.19978889,39.46731010,65.87808449,21.78284287,19.76317099,0.02050650,0.00000000,0.00000000
20.9,173.84597,134.44555,1.39902,1.13825,0.00831,0.00668,4.41569,4.32505,2.08585,2.08368,0.23756,0.20132,3.43454,3.39584,180.00,180.00,10.00,10.00,10.91745352,39.31565699,66.06976174,22.03976420,20.03287628,0.02072981,0.00000000,0.00000000
21.0,173.87562,135.81226,1.38371,1.12524,0.00809,0.00650,4.37993,4.28925,2.06907,2.06692,0.23355,0.19786,3.41141,3.37274,180.00,180.00,10.00,10.00,10.63914436,39.16206516,66.25211112,22.29903671,20.29950636,0.02095455,0.00000000,0.00000000
21.1,173.90416,137.19509,1.36874,1.11256,0.00788,0.00633,4.34442,4.25370,2.05243,2.05029,0.22965,0.19449,3.38841,3.34979,180.00,180.00,10.00,10.00,10.36498541,39.00652879,66.42499969,22.56066265,20.56294624,0.02118069,0.00000000,0.00000000
21.2,173.93166,138.59411,1.35409,1.10018,0.00767,0.00616,4.30916,4.21843,2.03592,2.03379,0.22585,0.19121,3.36554,3.32697,180.00,180.00,10.00,10.00,10.09509603,38.84904223,66.58830447,22.82464361,20.82308491,0.02140821,0.00000000,0.00000000
21.3,173.95815,140.00939,1.33976,1.08811,0.00748,0.00600,4.27415,4.18341,2.01955,2.01743,0.22213,0.18802,3.34281,3.30430,180.00,180.00,10.00,10.00,9.82959050,38.68960006,66.74191308,23.09098052,21.07981561,0.02163708,0.00000000,0.00000000
21.4,173.98369,141.44099,1.32575,1.07633,0.00728,0.00584,4.23938,4.14865,2.00330,2.00120,0.21851,0.18491,3.32022,3.28176,180.00,180.00,10.00,10.00,9.56857769,38.52819705,66.88572427,23.35967365,21.33303613,0.02186728,0.00000000,0.00000000
21.5,174.00833,142.88898,1.31204,1.06485,0.00710,0.00569,4.20486,4.11415,1.98719,1.98510,0.21498,0.18187,3.29776,3.25937,180.00,180.00,10.00,10.00,9.31216061,38.36482825,67.01964847,23.63072254,21.58264918,0.02209878,0.00000000,0.00000000
21.6,174.03209,144.35341,1.29863,1.05364,0.00692,0.00555,4.17059,4.07991,1.97121,1.96913,0.21153,0.17892,3.27543,3.23711,180.00,180.00,10.00,10.00,9.06043613,38.19948893,67.14360839,23.90412602,21.82856262,0.02233154,0.00000000,0.00000000
21.7,174.05503,145.83435,1.28551,1.04270,0.00675,0.00541,4.13656,4.04593,1.95536,1.95330,0.20817,0.17604,3.25324,3.21499,180.00,180.00,10.00,10.00,8.81349455,38.03217464,67.25753940,24.17988218,22.07068978,0.02256554,0.00000000,0.00000000
21.8,174.07718,147.33185,1.27267,1.03203,0.00658,0.00527,4.10278,4.01220,1.93964,1.93759,0.20489,0.17324,3.23119,3.19301,180.00,180.00,10.00,10.00,8.57141934,37.86288123,67.36139009,24.45798833,22.30894974,0.02280075,0.00000000,0.00000000
21.9,174.09858,148.83940,1.26011,1.02162,0.00642,0.00514,4.06925,3.97873,1.92404,1.92200,0.20168,0.17051,3.20927,3.17117,180.00,180.00,10.00,10.00,8.33428676,37.69160473,67.45512256,24.73844098,22.54326757,0.02369387,0.00000000,0.00000000
22.0,174.11925,150.29301,1.24782,1.01146,0.00626,0.00502,4.03595,3.94551,1.90857,1.90655,0.19856,0.16784,3.18748,3.14946,180.00,180.00,10.00,10.00,8.10216565,37.51833562,67.53871289,25.02123584,22.77357458,0.03165462,0.00000000,0.00000000
22.1,174.13924,151.67788,1.23579,1.00155,0.00611,0.00490,4.00290,3.91255,1.89322,1.89122,0.19550,0.16525,3.16583,3.12790,180.00,180.00,10.00,10.00,7.87511712,37.34305555,67.61215132,25.30636772,22.99980851,0.04818371,0.00000000,0.00000000
22.2,174.15856,152.99584,1.22403,0.99188,0.00597,0.00478,3.97009,3.87984,1.87800,1.87601,0.19252,0.16271,3.14431,3.10647,180.00,180.00,10.00,10.00,7.65319436,37.16574605,67.67544258,25.59383055,23.22191373,0.07311813,0.00000000,0.00000000
22.3,174.17726,154.24884,1.21251,0.98243,0.00583,0.00467,3.93752,3.84738,1.86291,1.86093,0.18961,0.16024,3.12292,3.08517,180.00,180.00,10.00,10.00,7.43644245,36.98638941,67.72860600,25.88361730,23.43984142,0.10628239,0.00000000,0.00000000
22.4,174.19535,155.43893,1.20124,0.97321,0.00569,0.00456,3.90519,3.81517,1.84793,1.84596,0.18677,0.15784,3.10166,3.06401,180.00,180.00,10.00,10.00,7.22489818,36.80496871,67.77167562,26.17571999,23.65354968,0.14749079,0.00000000,0.00000000
22.5,174.21287,156.56823,1.19022,0.96421,0.00556,0.00445,3.87310,3.78321,1.83308,1.83112,0.18400,0.15549,3.08054,3.04299,180.00,180.00,10.00,10.00,7.01859000,36.62146784,67.80470027,26.47012964,23.86300362,0.19654961,0.00000000,0.00000000
22.6,174.22983,157.63890,1.17943,0.95541,0.00543,0.00435,3.84125,3.75150,1.81834,1.81640,0.18129,0.15319,3.05955,3.02210,180.00,180.00,10.00,10.00,6.81753788,36.43587156,67.82774344,26.76683624,24.06817547,0.25325911,0.00000000,0.00000000
22.7,174.24627,158.65315,1.16887,0.94682,0.00531,0.00425,3.80964,3.72004,1.80373,1.80180,0.17864,0.15096,3.03869,3.00134,180.00,180.00,10.00,10.00,6.62175333,36.24816548,67.84088324,27.06582876,24.26904455,0.31741531,0.00000000,0.00000000
22.8,174.26219,159.61321,1.15853,0.93843,0.00519,0.00416,3.77826,3.68882,1.78923,1.78732,0.17605,0.14877,3.01797,2.98072,180.00,180.00,10.00,10.00,6.43123941,36.05833615,67.84421218,27.36709506,24.46559732,0.38881164,0.00000000,0.00000000
22.9,174.27763,160.52129,1.14842,0.93024,0.00507,0.00406,3.74711,3.65784,1.77485,1.77295,0.17353,0.14664,2.99737,2.96023,180.00,180.00,10.00,10.00,6.24599075,35.86637100,67.83783689,27.67062191,24.65782732,0.46724039,0.00000000,0.00000000
23.0,174.29260,161.37963,1.13852,0.92223,0.00496,0.00397,3.71621,3.62711,1.76059,1.75870,0.17106,0.14456,2.97690,2.93988,180.00,180.00,10.00,10.00,6.06599370,35.67225844,67.82187777,27.97639493,24.84573510,0.55249402,0.00000000,0.00000000
23.1,174.30712,162.19040,1.12883,0.91441,0.00485,0.00389,3.68553,3.59661,1.74644,1.74457,0.16865,0.14253,2.95656,2.91966,180.00,180.00,10.00,10.00,5.89122647,35.47598781,67.79646860,28.28439856,25.02932812,0.64436631,0.00000000,0.00000000
23.2,174.32121,162.95577,1.11934,0.90676,0.00474,0.00380,3.65509,3.56636,1.73241,1.73055,0.16629,0.14055,2.93636,2.89956,180.00,180.00,10.00,10.00,5.72165928,35.27754944,67.76175605,28.59461607,25.20862057,0.74265330,0.00000000,0.00000000
23.3,174.33489,163.67787,1.11006,0.89929,0.00464,0.00372,3.62487,3.53635,1.71849,1.71664,0.16399,0.13861,2.91628,2.87960,180.00,180.00,10.00,10.00,5.55725460,35.07693467,67.71789912,28.90702947,25.38363326,0.84715416,0.00000000,0.00000000
23.4,174.34817,164.35876,1.10097,0.89198,0.00454,0.00364,3.59489,3.50657,1.70468,1.70285,0.16174,0.13672,2.89633,2.85977,180.00,180.00,10.00,10.00,5.39796746,34.87413581,67.66506851,29.22161951,25.55439334,0.95767186,0.00000000,0.00000000
23.5,174.36106,165.00048,1.09208,0.88485,0.00445,0.00357,3.56514,3.47703,1.69099,1.68917,0.15954,0.13487,2.87650,2.84007,180.00,180.00,10.00,10.00,5.24374567,34.66914621,67.60344600,29.53836564,25.72093411,1.07401383,0.00000000,0.00000000
23.6,174.37359,165.60498,1.08337,0.87787,0.00435,0.00349,3.53561,3.44773,1.67740,1.67559,0.15739,0.13306,2.85681,2.82050,180.00,180.00,10.00,10.00,5.09453023,34.46196026,67.53322367,29.85724600,25.88329474,1.19599235,0.00000000,0.00000000
23.7,174.38576,166.17417,1.07485,0.87105,0.00426,0.00342,3.50631,3.41866,1.66393,1.66213,0.15528,0.13130,2.83724,2.80106,180.00,180.00,10.00,10.00,4.95025563,34.25257338,67.45460321,30.17823734,26.04152000,1.32342494,0.00000000,0.00000000
23.8,174.39759,166.70988,1.06651,0.86438,0.00418,0.00335,3.47724,3.38982,1.65056,1.64878,0.15323,0.12957,2.81780,2.78175,180.00,180.00,10.00,10.00,4.81085028,34.04098206,67.36779505,30.50131502,26.19565990,1.45613470,0.00000000,0.00000000
23.9,174.40909,167.21388,1.05835,0.85786,0.00409,0.00328,3.44839,3.36121,1.63731,1.63553,0.15122,0.12788,2.79848,2.76256,180.00,180.00,10.00,10.00,4.67623690,33.82718385,67.27301757,30.82645297,26.34576943,1.59395041,0.00000000,0.00000000
24.0,174.42027,167.68788,1.05035,0.85148,0.00401,0.00322,3.41976,3.33283,1.62416,1.62240,0.14925,0.12623,2.77929,2.74350,180.00,180.00,10.00,10.00,4.54633295,33.61117739,67.17049625,31.15362367,26.49190814,1.73670673,0.00000000,0.00000000
